Person Id,Course Short Name,Course Start Date,Course End Date,Course Flight Hours,E2E Course Days
654883,4 Com Sgl,11/30/2020,05/06/2021,122.8,157
662355,8 CFII,12/02/2019,02/16/2020,10.0,76
663348,1 Intro,11/05/2019,12/12/2019,12.0,37
663348,3 Inst,12/12/2019,11/14/2020,58.6,338
663348,4 Com Sgl,11/17/2020,08/15/2021,129.7,271
663350,1 Intro,11/05/2019,12/15/2019,22.3,40
663350,3 Inst,12/15/2019,06/24/2020,47.6,192
663350,4 Com Sgl,07/08/2020,12/03/2020,124.8,148
663350,5 Com Mul,12/07/2020,09/01/2021,39.2,268
663350,6 CFI,01/05/2021,06/23/2021,36.6,169
663350,8 CFII,07/29/2021,09/28/2021,18.8,61
663353,1 Intro,11/05/2019,01/17/2020,25.6,73
663353,3 Inst,01/17/2020,11/05/2020,58.6,293
663354,1 Intro,11/05/2019,12/13/2019,13.5,38
663354,3 Inst,12/14/2019,08/24/2020,63.1,254
663354,4 Com Sgl,09/29/2020,05/12/2021,133.2,225
663354,5 Com Mul,05/14/2021,07/17/2021,19.5,64
663354,6 CFI,06/09/2021,10/01/2021,31.9,114
663355,1 Intro,11/05/2019,12/13/2019,19.4,38
663355,3 Inst,12/14/2019,11/12/2020,65.3,334
663355,4 Com Sgl,11/13/2020,05/05/2021,116.0,173
663355,6 CFI,06/09/2021,09/01/2021,27.7,84
663355,8 CFII,08/23/2021,10/20/2021,25.9,58
663356,2 Private,11/05/2019,06/26/2020,74.0,234
663356,3 Inst,07/10/2020,12/26/2020,49.6,169
663356,4 Com Sgl,12/28/2020,05/27/2021,128.4,150
663357,2 Private,11/05/2019,09/15/2020,95.5,315
663357,3 Inst,10/23/2020,04/02/2021,44.8,161
663357,4 Com Sgl,04/05/2021,07/02/2021,129.3,88
663357,6 CFI,07/12/2021,11/08/2021,44.6,119
663359,2 Private,11/05/2019,06/14/2020,84.5,222
663359,3 Inst,07/01/2020,11/16/2020,56.1,138
663359,4 Com Sgl,11/17/2020,06/22/2021,126.8,217
663359,6 CFI,07/12/2021,10/26/2021,19.5,106
663362,2 Private,11/05/2019,05/28/2020,75.0,205
663362,3 Inst,04/06/2020,10/11/2020,42.2,188
663362,4 Com Sgl,10/14/2020,06/16/2021,145.1,245
663363,2 Private,11/05/2019,09/09/2020,87.0,309
663363,3 Inst,10/05/2020,05/10/2021,45.5,217
663364,2 Private,11/05/2019,06/17/2020,74.0,225
663364,3 Inst,04/06/2020,10/01/2020,31.4,178
663364,4 Com Sgl,10/14/2020,04/06/2021,125.8,174
663364,5 Com Mul,04/12/2021,05/08/2021,17.3,26
663364,6 CFI,05/03/2021,09/08/2021,32.3,128
663364,8 CFII,09/09/2021,10/20/2021,19.4,41
663365,2 Private,11/05/2019,06/15/2020,77.7,223
663365,3 Inst,07/01/2020,12/01/2020,42.0,153
663365,4 Com Sgl,12/09/2020,07/15/2021,115.4,218
663367,2 Private,11/05/2019,11/07/2020,98.0,368
663367,3 Inst,04/02/2020,07/01/2021,50.8,455
663369,2 Private,11/05/2019,07/02/2020,78.4,240
663369,3 Inst,07/21/2020,10/29/2020,46.9,100
663369,4 Com Sgl,11/09/2020,04/23/2021,123.0,165
663369,6 CFI,05/03/2021,08/25/2021,17.0,114
663371,2 Private,11/05/2019,05/23/2020,67.8,200
663371,3 Inst,04/02/2020,10/13/2020,45.7,194
663374,3 Inst,04/06/2020,08/20/2020,39.3,136
663374,4 Com Sgl,09/18/2020,07/09/2021,126.5,294
663374,5 Com Mul,07/16/2021,08/24/2021,27.8,39
674208,1 Intro,12/17/2019,02/17/2020,18.5,62
674208,6 CFI,02/03/2020,06/26/2020,17.2,144
674208,8 CFII,07/01/2020,09/03/2020,11.3,64
674209,1 Intro,12/17/2019,01/30/2020,12.9,44
674209,5 Com Mul,02/24/2021,07/15/2021,23.3,141
674209,6 CFI,02/03/2020,06/26/2020,26.0,144
674209,8 CFII,10/29/2020,02/23/2021,11.8,117
674210,1 Intro,12/17/2019,01/30/2020,12.3,44
674210,5 Com Mul,02/01/2021,04/14/2021,16.1,72
674210,6 CFI,01/31/2020,06/15/2020,16.1,136
674210,8 CFII,08/01/2020,09/08/2020,12.0,38
674211,1 Intro,02/03/2020,08/14/2020,25.1,193
674211,3 Inst,08/14/2020,05/01/2021,60.7,260
674211,4 Com Sgl,05/03/2021,11/09/2021,159.0,190
674212,1 Intro,12/17/2019,02/17/2020,16.6,62
674212,3 Inst,02/18/2020,09/02/2020,51.6,197
674212,4 Com Sgl,09/30/2020,09/18/2021,133.0,353
674214,1 Intro,12/17/2019,02/03/2020,16.6,48
674214,3 Inst,02/03/2020,08/05/2020,54.7,184
674214,4 Com Sgl,08/25/2020,06/22/2021,138.0,301
674215,2 Private,12/17/2019,10/01/2020,65.4,289
674215,3 Inst,10/14/2020,05/01/2021,35.7,199
674217,2 Private,12/17/2019,09/21/2020,63.8,279
674217,3 Inst,09/30/2020,02/16/2021,34.1,139
674219,2 Private,12/17/2019,08/24/2020,63.0,251
674219,3 Inst,09/17/2020,12/04/2020,33.2,78
674219,4 Com Sgl,12/04/2020,03/29/2021,111.7,115
674219,5 Com Mul,06/14/2021,07/14/2021,14.4,30
674219,6 CFI,04/05/2021,08/04/2021,33.3,121
674219,8 CFII,08/05/2021,08/27/2021,11.9,22
674221,2 Private,12/17/2019,07/20/2021,102.3,581
674225,2 Private,12/17/2019,11/02/2020,71.7,321
674225,3 Inst,11/12/2020,03/12/2021,39.4,120
674225,4 Com Sgl,03/15/2021,08/13/2021,124.8,151
674226,2 Private,12/17/2019,08/26/2020,98.9,253
674226,3 Inst,09/25/2020,02/12/2021,54.9,140
674226,4 Com Sgl,02/15/2021,07/17/2021,113.9,152
674226,5 Com Mul,07/23/2021,08/28/2021,26.2,36
674227,2 Private,12/17/2019,08/10/2020,71.8,237
674227,3 Inst,09/16/2020,01/07/2021,46.9,113
674227,4 Com Sgl,01/08/2021,05/22/2021,130.9,134
674227,6 CFI,06/09/2021,10/16/2021,27.6,129
674229,2 Private,12/17/2019,09/25/2020,88.3,283
674229,3 Inst,11/13/2020,04/15/2021,44.8,153
674230,2 Private,12/17/2019,07/24/2021,106.5,585
674231,2 Private,12/17/2019,04/07/2021,100.5,477
674233,2 Private,12/17/2019,08/31/2020,100.9,258
674233,3 Inst,10/19/2020,02/21/2021,50.4,125
674233,4 Com Sgl,02/22/2021,08/06/2021,162.5,165
674234,2 Private,01/09/2020,06/19/2020,63.3,162
674234,3 Inst,07/03/2020,08/31/2020,33.0,59
674234,4 Com Sgl,09/22/2020,04/28/2021,127.8,218
674234,6 CFI,05/03/2021,08/26/2021,42.3,115
674234,8 CFII,08/30/2021,10/05/2021,18.7,36
674235,2 Private,12/17/2019,05/22/2020,46.4,157
674235,3 Inst,04/06/2020,07/20/2020,41.8,105
674235,4 Com Sgl,07/24/2020,11/05/2020,104.7,104
674235,5 Com Mul,05/06/2021,07/15/2021,20.4,70
674235,6 CFI,12/07/2020,02/15/2021,13.4,70
674235,8 CFII,02/17/2021,06/01/2021,11.5,104
674236,2 Private,12/17/2019,09/08/2020,71.3,266
674236,3 Inst,10/07/2020,02/23/2021,44.4,139
674237,2 Private,12/17/2019,04/22/2021,121.5,492
674237,3 Inst,04/23/2021,10/08/2021,77.5,168
674239,2 Private,12/17/2019,08/07/2020,45.4,234
674239,3 Inst,09/23/2020,02/12/2021,38.8,142
674239,4 Com Sgl,02/15/2021,07/21/2021,117.6,156
674240,2 Private,12/17/2019,06/05/2020,61.4,171
674240,3 Inst,06/17/2020,07/26/2020,27.2,39
674240,4 Com Sgl,07/29/2020,09/24/2020,104.8,57
674240,5 Com Mul,12/21/2020,02/05/2021,17.5,46
674240,6 CFI,10/05/2020,12/01/2020,17.9,57
674240,8 CFII,12/01/2020,12/19/2020,5.1,18
674241,2 Private,12/17/2019,06/11/2020,67.3,177
674241,3 Inst,06/17/2020,08/24/2020,35.3,68
674241,4 Com Sgl,09/10/2020,12/03/2020,122.1,84
674241,5 Com Mul,12/07/2020,01/28/2021,16.8,52
674241,6 CFI,01/05/2021,03/09/2021,24.8,63
674241,8 CFII,03/11/2021,04/30/2021,10.2,50
674243,2 Private,12/17/2019,09/08/2020,75.9,266
674243,3 Inst,09/18/2020,01/29/2021,39.6,133
674243,4 Com Sgl,02/02/2021,06/03/2021,116.8,121
674243,6 CFI,06/09/2021,09/24/2021,25.1,107
674245,2 Private,12/17/2019,07/17/2020,55.5,213
674245,3 Inst,07/24/2020,01/22/2021,45.4,182
674245,4 Com Sgl,01/25/2021,08/06/2021,122.1,193
674246,2 Private,12/17/2019,03/02/2021,77.6,441
674247,2 Private,12/23/2019,09/04/2020,96.4,256
674247,3 Inst,09/16/2020,05/24/2021,54.3,250
674247,4 Com Sgl,05/25/2021,10/17/2021,134.4,145
674248,2 Private,12/17/2019,01/29/2021,101.2,409
674248,3 Inst,02/02/2021,09/02/2021,79.3,212
674250,2 Private,12/17/2019,01/19/2021,76.7,399
674250,3 Inst,01/21/2021,06/28/2021,50.6,158
674251,2 Private,12/17/2019,07/28/2020,73.2,224
674251,3 Inst,08/20/2020,01/12/2021,42.8,145
674251,4 Com Sgl,01/13/2021,08/05/2021,121.0,204
674252,2 Private,12/17/2019,09/24/2020,73.5,282
674252,3 Inst,09/22/2020,12/22/2020,35.6,91
674252,4 Com Sgl,12/22/2020,07/02/2021,118.3,192
674252,6 CFI,07/12/2021,11/02/2021,22.9,113
674254,2 Private,12/17/2019,09/04/2020,75.8,262
674254,3 Inst,10/06/2020,02/17/2021,44.4,134
674254,4 Com Sgl,02/18/2021,08/10/2021,120.8,173
674254,5 Com Mul,08/18/2021,11/05/2021,24.5,79
674256,3 Inst,09/15/2020,12/15/2020,60.8,91
674256,5 Com Mul,12/16/2020,02/26/2021,19.4,72
674258,3 Inst,03/14/2020,06/20/2020,47.0,98
674258,4 Com Sgl,06/27/2020,09/25/2020,122.5,90
674258,5 Com Mul,10/02/2020,10/30/2020,18.4,28
674259,1 Intro,12/17/2019,02/20/2020,20.0,65
681481,7 CFI Std,01/06/2020,02/28/2020,14.4,53
687425,2 Private,02/03/2020,08/23/2020,85.5,202
687425,3 Inst,09/18/2020,12/22/2020,49.2,95
687425,4 Com Sgl,12/28/2020,04/30/2021,118.1,123
687425,6 CFI,05/03/2021,09/24/2021,48.1,144
687425,8 CFII,09/07/2021,10/05/2021,23.7,28
687500,3 Inst,11/30/2020,02/23/2021,31.3,85
687500,4 Com Sgl,02/24/2021,06/03/2021,122.0,99
687500,5 Com Mul,06/17/2021,08/08/2021,35.3,52
687501,2 Private,02/03/2020,06/17/2021,116.4,500
687502,2 Private,02/03/2020,12/14/2020,106.5,315
687502,3 Inst,12/16/2020,04/25/2021,41.8,130
687502,4 Com Sgl,04/26/2021,10/19/2021,145.6,176
687503,2 Private,02/03/2020,10/16/2020,65.3,256
687503,3 Inst,10/19/2020,03/17/2021,34.7,149
687503,4 Com Sgl,03/18/2021,10/23/2021,139.8,219
687504,2 Private,02/03/2020,03/20/2021,83.3,411
687504,3 Inst,03/22/2021,07/28/2021,44.5,128
687505,2 Private,02/03/2020,04/07/2021,99.1,429
687505,3 Inst,04/09/2021,10/19/2021,80.8,193
687506,2 Private,02/03/2020,09/22/2020,64.1,232
687506,3 Inst,09/22/2020,11/20/2020,46.8,59
687507,2 Private,02/03/2020,09/22/2020,88.4,232
687507,3 Inst,09/30/2020,11/23/2020,42.0,54
687507,4 Com Sgl,11/24/2020,03/22/2021,101.2,118
687507,5 Com Mul,07/28/2021,09/04/2021,22.3,38
687507,6 CFI,04/05/2021,07/22/2021,41.7,108
687507,8 CFII,06/16/2021,08/05/2021,19.5,50
687508,2 Private,02/03/2020,08/05/2020,78.4,184
687508,3 Inst,08/21/2020,11/04/2020,30.9,75
687508,4 Com Sgl,11/12/2020,03/25/2021,102.9,133
687508,5 Com Mul,08/23/2021,10/16/2021,30.5,54
687508,6 CFI,04/05/2021,08/20/2021,55.1,137
687508,8 CFII,06/19/2021,09/10/2021,31.6,83
687509,2 Private,02/03/2020,08/13/2020,82.3,192
687509,3 Inst,08/31/2020,10/24/2020,51.2,54
687509,4 Com Sgl,10/28/2020,02/11/2021,120.2,106
687509,5 Com Mul,08/06/2021,09/23/2021,32.7,48
687509,6 CFI,03/08/2021,07/14/2021,40.5,128
687509,8 CFII,07/14/2021,08/05/2021,17.9,22
687510,2 Private,02/03/2020,08/26/2020,52.9,205
687510,3 Inst,10/06/2020,01/22/2021,46.5,108
687510,4 Com Sgl,01/26/2021,05/29/2021,120.9,123
687512,1 Intro,02/03/2020,03/04/2020,14.7,30
687512,5 Com Mul,03/01/2021,05/27/2021,25.0,87
687512,6 CFI,03/06/2020,08/01/2020,16.8,148
687512,8 CFII,10/01/2020,02/02/2021,17.7,124
687513,2 Private,02/03/2020,07/28/2020,65.5,176
687513,3 Inst,08/08/2020,10/22/2020,37.0,75
687513,4 Com Sgl,10/27/2020,05/05/2021,121.7,190
687513,5 Com Mul,05/10/2021,08/28/2021,23.0,110
687514,2 Private,02/03/2020,09/29/2020,56.8,239
687514,3 Inst,09/30/2020,01/13/2021,40.4,105
687514,4 Com Sgl,01/14/2021,08/03/2021,116.5,201
687514,6 CFI,08/09/2021,10/21/2021,27.1,73
687516,2 Private,02/03/2020,09/04/2020,78.4,214
687516,3 Inst,09/18/2020,12/22/2020,37.7,95
687516,4 Com Sgl,12/22/2020,04/16/2021,120.1,115
687516,5 Com Mul,08/15/2021,09/14/2021,18.3,30
687516,6 CFI,05/03/2021,08/05/2021,41.5,94
687516,8 CFII,07/01/2021,08/14/2021,14.5,44
687517,2 Private,02/03/2020,11/13/2020,109.1,284
687517,3 Inst,11/17/2020,02/10/2021,33.2,85
687517,4 Com Sgl,02/11/2021,07/12/2021,151.3,151
687517,5 Com Mul,07/14/2021,09/13/2021,29.5,61
687518,3 Inst,11/25/2020,02/24/2021,29.6,91
687518,4 Com Sgl,03/04/2021,06/26/2021,116.0,114
687518,5 Com Mul,07/06/2021,08/11/2021,20.0,36
687519,1 Intro,02/03/2020,02/17/2020,7.9,14
687519,3 Inst,02/17/2020,08/12/2020,65.6,177
687519,4 Com Sgl,08/27/2020,12/11/2020,135.0,106
687519,5 Com Mul,05/25/2021,07/16/2021,20.2,52
687519,6 CFI,01/05/2021,04/14/2021,35.9,99
687519,8 CFII,03/19/2021,05/25/2021,18.8,67
687520,1 Intro,02/03/2020,03/17/2020,18.4,43
687520,3 Inst,03/18/2020,10/30/2020,78.1,226
687520,4 Com Sgl,11/09/2020,05/01/2021,124.3,173
687521,2 Private,02/03/2020,08/15/2020,70.1,194
687521,3 Inst,09/16/2020,11/20/2020,33.4,65
687521,4 Com Sgl,11/24/2020,04/17/2021,123.5,144
687521,6 CFI,05/03/2021,08/24/2021,43.5,113
687521,8 CFII,08/26/2021,10/01/2021,21.5,36
694158,1 Intro,03/03/2020,06/05/2020,12.9,94
694158,3 Inst,06/09/2020,09/30/2020,75.4,113
694158,4 Com Sgl,10/14/2020,04/02/2021,119.5,170
694158,6 CFI,04/05/2021,07/27/2021,39.2,113
694158,8 CFII,07/07/2021,10/01/2021,13.7,86
694159,2 Private,03/03/2020,03/21/2021,113.1,383
694159,3 Inst,03/22/2021,07/14/2021,66.0,114
694160,2 Private,03/03/2020,10/07/2020,86.2,218
694160,3 Inst,11/30/2020,05/19/2021,48.6,170
694164,1 Intro,03/03/2020,05/28/2020,13.1,86
694164,4 Com Sgl,03/03/2020,12/26/2020,119.9,298
694164,5 Com Mul,08/02/2021,09/12/2021,20.8,41
694164,6 CFI,01/05/2021,05/21/2021,21.5,136
694164,8 CFII,05/21/2021,08/01/2021,27.0,72
694166,2 Private,03/03/2020,09/08/2020,68.7,189
694166,3 Inst,10/09/2020,12/22/2020,54.1,74
694166,4 Com Sgl,12/28/2020,04/16/2021,110.6,109
694166,5 Com Mul,09/28/2021,11/12/2021,22.2,45
694166,6 CFI,05/03/2021,08/26/2021,28.3,115
694166,8 CFII,08/02/2021,09/24/2021,17.3,53
694167,2 Private,03/03/2020,09/21/2020,78.3,202
694167,3 Inst,09/30/2020,01/07/2021,39.8,99
694167,4 Com Sgl,01/08/2021,05/20/2021,123.4,132
694167,5 Com Mul,09/28/2021,11/12/2021,21.8,45
694167,6 CFI,06/09/2021,09/16/2021,26.5,99
694167,8 CFII,08/09/2021,09/26/2021,14.5,48
694168,2 Private,03/03/2020,09/25/2020,59.6,206
694168,3 Inst,09/30/2020,02/03/2021,33.3,126
694168,4 Com Sgl,02/04/2021,08/27/2021,116.4,204
694169,1 Intro,03/03/2020,06/17/2020,29.5,106
694169,6 CFI,03/16/2020,11/03/2020,43.1,232
694170,1 Intro,03/03/2020,06/07/2020,13.6,96
694170,4 Com Sgl,06/08/2020,09/04/2020,116.7,88
694171,1 Intro,03/03/2020,06/09/2020,15.4,98
694171,3 Inst,03/03/2020,11/17/2020,46.4,259
694171,4 Com Sgl,11/24/2020,08/05/2021,117.6,254
694172,1 Intro,03/03/2020,06/29/2020,20.4,118
694172,3 Inst,06/30/2020,12/04/2020,57.6,157
694173,1 Intro,03/03/2020,03/17/2020,8.2,14
694173,3 Inst,03/17/2020,07/24/2020,44.8,129
694173,4 Com Sgl,08/05/2020,10/31/2020,122.9,87
694173,5 Com Mul,11/11/2020,12/11/2020,18.0,30
694173,6 CFI,12/07/2020,03/24/2021,28.7,107
694173,8 CFII,03/01/2021,05/11/2021,18.2,71
694175,2 Private,03/03/2020,07/14/2021,128.7,498
694176,2 Private,03/03/2020,12/04/2020,86.7,276
694176,3 Inst,12/07/2020,05/10/2021,43.8,154
694179,2 Private,03/03/2020,02/08/2021,98.2,342
694179,3 Inst,02/09/2021,09/02/2021,77.0,205
694181,2 Private,03/03/2020,08/13/2020,59.4,163
694181,3 Inst,08/19/2020,11/02/2020,38.0,75
694181,4 Com Sgl,11/09/2020,05/18/2021,120.7,190
694181,6 CFI,06/09/2021,09/08/2021,23.4,91
694181,8 CFII,08/23/2021,10/13/2021,16.8,51
694183,2 Private,03/03/2020,10/08/2020,83.7,219
694183,3 Inst,10/14/2020,01/07/2021,37.4,85
694183,4 Com Sgl,01/08/2021,05/26/2021,128.9,138
694183,6 CFI,06/09/2021,11/09/2021,35.7,153
694184,2 Private,03/03/2020,10/09/2020,63.9,220
694184,3 Inst,10/14/2020,04/24/2021,46.6,192
694186,2 Private,03/03/2020,12/22/2020,85.7,294
694186,3 Inst,12/22/2020,07/13/2021,56.8,203
750380,3 Inst,07/20/2020,10/07/2020,33.0,79
750380,4 Com Sgl,10/14/2020,04/30/2021,121.2,198
750380,6 CFI,05/03/2021,08/04/2021,19.5,93
750382,3 Inst,07/20/2020,11/09/2020,42.9,112
750382,4 Com Sgl,11/12/2020,06/28/2021,114.3,228
750383,2 Private,07/20/2020,10/06/2020,54.5,78
750383,3 Inst,10/14/2020,12/09/2020,31.8,56
750383,4 Com Sgl,12/09/2020,04/02/2021,103.5,114
750383,5 Com Mul,09/07/2021,09/29/2021,14.4,22
750383,6 CFI,04/05/2021,08/04/2021,26.2,121
750383,8 CFII,08/02/2021,09/04/2021,16.2,33
750384,6 CFI,10/31/2020,11/04/2020,12.3,4
750386,2 Private,07/20/2020,11/03/2020,61.8,106
750386,3 Inst,11/09/2020,02/17/2021,38.2,100
750386,4 Com Sgl,02/18/2021,07/15/2021,132.1,147
750386,6 CFI,08/09/2021,10/19/2021,24.0,71
752249,2 Private,07/27/2020,11/23/2020,66.8,119
752249,3 Inst,11/24/2020,04/04/2021,35.3,131
752249,4 Com Sgl,04/05/2021,08/11/2021,109.0,128
752249,5 Com Mul,08/17/2021,11/05/2021,29.1,80
754553,3 Inst,08/03/2020,02/12/2021,48.9,193
754553,4 Com Sgl,02/12/2021,09/23/2021,150.0,223
756626,3 Inst,08/10/2020,10/30/2020,39.9,81
756626,4 Com Sgl,11/09/2020,07/22/2021,123.0,255
756627,2 Private,08/10/2020,05/06/2021,86.6,269
756627,3 Inst,05/06/2021,11/05/2021,75.5,183
759074,2 Private,08/17/2020,11/20/2020,48.2,95
759074,3 Inst,11/24/2020,03/09/2021,31.3,105
759074,4 Com Sgl,03/10/2021,06/17/2021,119.4,99
759074,5 Com Mul,07/05/2021,10/05/2021,22.6,92
759074,6 CFI,07/12/2021,09/17/2021,21.8,67
759074,8 CFII,10/06/2021,11/05/2021,10.5,30
759076,2 Private,08/17/2020,12/18/2020,61.3,123
759076,3 Inst,12/22/2020,04/02/2021,34.2,101
759076,4 Com Sgl,04/05/2021,07/28/2021,122.8,114
759078,2 Private,08/17/2020,02/03/2021,81.7,170
759090,2 Private,08/17/2020,01/28/2021,65.9,164
759090,3 Inst,02/17/2021,08/01/2021,68.4,165
759091,2 Private,08/21/2020,01/12/2021,64.7,144
759091,3 Inst,02/23/2021,05/13/2021,55.4,79
759092,2 Private,08/21/2020,06/04/2021,110.1,287
759109,2 Private,08/21/2020,01/12/2021,83.3,144
759109,3 Inst,03/01/2021,05/27/2021,76.0,87
759116,2 Private,08/21/2020,03/05/2021,94.1,196
759116,3 Inst,03/15/2021,05/27/2021,47.1,73
759119,2 Private,08/21/2020,12/02/2020,48.7,103
759119,3 Inst,01/22/2021,04/28/2021,47.7,96
759120,2 Private,08/21/2020,04/28/2021,90.9,250
759122,2 Private,08/21/2020,01/29/2021,71.8,161
759122,3 Inst,03/04/2021,05/12/2021,45.7,69
759123,2 Private,08/21/2020,05/21/2021,102.9,273
762928,2 Private,08/24/2020,11/20/2020,60.9,88
762928,3 Inst,11/24/2020,03/06/2021,30.4,102
762928,4 Com Sgl,03/08/2021,06/29/2021,118.2,113
762928,6 CFI,07/12/2021,10/01/2021,17.6,81
762928,8 CFII,09/27/2021,10/20/2021,15.9,23
762946,2 Private,08/24/2020,05/16/2021,61.1,265
767468,3 Inst,09/14/2020,08/22/2021,56.5,342
767470,3 Inst,09/14/2020,02/02/2021,38.7,141
769320,3 Inst,09/21/2020,03/13/2021,56.6,173
769320,4 Com Sgl,03/22/2021,08/17/2021,149.6,148
769322,3 Inst,09/21/2020,03/09/2021,50.5,169
769322,4 Com Sgl,04/01/2021,09/03/2021,140.4,155
769323,3 Inst,09/21/2020,06/17/2021,44.6,269
778767,2 Private,10/26/2020,05/06/2021,56.1,192
778770,6 CFI,10/26/2020,08/04/2021,60.5,282
780890,2 Private,11/02/2020,08/23/2021,98.9,294
783897,3 Inst,11/16/2020,04/17/2021,40.1,152
790171,3 Inst,12/14/2020,05/18/2021,65.7,155
796276,2 Private,01/11/2021,08/24/2021,83.2,225
796277,3 Inst,01/11/2021,06/02/2021,30.3,142
799455,3 Inst,01/22/2021,06/03/2021,55.9,132
799468,3 Inst,01/22/2021,04/21/2021,43.6,89
799471,3 Inst,01/22/2021,10/27/2021,95.6,278
799658,8 CFII,01/25/2021,03/15/2021,10.8,49
804429,2 Private,02/10/2021,07/30/2021,63.3,170
807023,3 Inst,02/22/2021,05/12/2021,57.4,79
807023,4 Com Sgl,05/12/2021,09/03/2021,129.7,114
815585,2 Private,03/22/2021,08/12/2021,88.0,143
815585,3 Inst,08/20/2021,10/18/2021,65.6,59
834328,2 Private,04/19/2021,08/26/2021,58.9,129
838455,5 Com Mul,04/21/2021,06/17/2021,9.9,57
838509,5 Com Mul,04/21/2021,05/27/2021,11.7,36
838511,5 Com Mul,04/21/2021,06/15/2021,13.0,55
838512,5 Com Mul,04/21/2021,06/04/2021,16.0,44
852788,8 CFII,05/17/2021,06/25/2021,11.1,39
860165,3 Inst,06/07/2021,07/28/2021,59.0,51
860166,2 Private,06/07/2021,09/19/2021,65.7,104
860167,2 Private,06/07/2021,09/26/2021,60.5,111
860168,3 Inst,06/07/2021,08/03/2021,60.0,57
860170,2 Private,06/07/2021,08/11/2021,54.8,65
860170,3 Inst,08/12/2021,10/17/2021,55.5,66
860175,2 Private,06/07/2021,09/02/2021,75.2,87
860176,2 Private,06/07/2021,08/10/2021,53.2,64
860176,3 Inst,08/11/2021,10/23/2021,58.2,73
882051,3 Inst,08/03/2021,09/23/2021,52.8,51
882058,3 Inst,08/02/2021,09/24/2021,50.4,53
882068,2 Private,08/03/2021,10/26/2021,60.9,84
